review_id,review_text,category
956,Great ambience,Service
957,Very polite staff,Product Quality
958,Very polite staff,Pricing
959,Very polite staff,Ambience
960,Prices are too high,Product Quality
961,Bad experience overall,Product Quality
962,The area was clean,Product Quality
963,Great ambience,Ambience
964,Prices are too high,Service
965,Food quality was terrible,Pricing
966,Loved the atmosphere,Service
967,Very polite staff,Ambience
968,Affordable pricing,Product Quality
969,The service was excellent,Cleanliness
970,Prices are too high,Cleanliness
971,The area was clean,Product Quality
972,Bad experience overall,Service
973,Very polite staff,Service
974,The area was clean,Ambience
975,Prices are too high,Service
976,The service was excellent,Product Quality
977,The service was excellent,Ambience
978,Loved the atmosphere,Ambience
979,The place was dirty,Ambience
980,Bad experience overall,Pricing
981,Great ambience,Ambience
982,The place was dirty,Ambience
983,The service was excellent,Ambience
984,Loved the atmosphere,Pricing
985,Prices are too high,Ambience
986,Affordable pricing,Ambience
987,Great ambience,Pricing
988,Loved the atmosphere,Pricing
989,Affordable pricing,Ambience
990,Very polite staff,Cleanliness
991,Bad experience overall,Service
992,Food quality was terrible,Ambience
993,Food quality was terrible,Product Quality
994,Very polite staff,Service
995,Very polite staff,Product Quality
996,The service was excellent,Pricing
997,Loved the atmosphere,Service
998,Very polite staff,Product Quality
999,Prices are too high,Product Quality
1000,Bad experience overall,Cleanliness
